acc,ftp,organism_name,genetic_code
GCF_900107845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/845/GCF_900107845.1_IMG-taxon_2617270770_annotated_assembly,Alkalimonas amylolytica,11
GCF_001761345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/345/GCF_001761345.1_ASM176134v1,Sphingomonas melonis TY,11
GCF_000011305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/305/GCF_000011305.1_ASM1130v1,Corynebacterium efficiens YS-314,11
GCF_000426225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/225/GCF_000426225.1_ASM42622v1,Desulforegula conservatrix Mb1Pa,11
GCF_001598935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/598/935/GCF_001598935.1_ASM159893v1,Parageobacillus toebii NBRC 107807,11
GCF_000420265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/265/GCF_000420265.1_ASM42026v1,Oceanicaulis alexandrii DSM 11625,11
GCF_000745955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/745/955/GCF_000745955.1_ASM74595v1,Alysiella crassa DSM 2578,11
GCF_000620925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/620/925/GCF_000620925.1_ASM62092v1,Conchiformibius steedae DSM 2580,11
GCF_001787335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/787/335/GCF_001787335.1_ASM178733v1,Kozakia baliensis,11
GCF_000426725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/725/GCF_000426725.1_ASM42672v1,Sporocytophaga myxococcoides DSM 11118,11
GCF_900114805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/805/GCF_900114805.1_IMG-taxon_2623620613_annotated_assembly,Agrococcus baldri,11
GCF_002101785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/785/GCF_002101785.1_ASM210178v1,Mycobacterium palustre,11
GCF_000160095.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/095/GCF_000160095.1_ASM16009v1,Hungatella hathewayi DSM 13479,11
GCF_000235505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/505/GCF_000235505.1_Clos_hath_WAL_18680_V1,Hungatella hathewayi WAL-18680,11
GCF_000178255.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/255/GCF_000178255.1_ASM17825v1,Turicibacter sanguinis PC909,11
GCF_001406595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/406/595/GCF_001406595.1_13470_2_70,Turicibacter sanguinis,11
GCF_000227725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/725/GCF_000227725.1_ASM22772v1,Thiorhodospira sibirica ATCC 700588,11
GCF_000407505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/505/GCF_000407505.1_Ente_phoe_BAA-412_V2,Enterococcus phoeniculicola ATCC BAA-412,11
GCF_001307765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/765/GCF_001307765.1_ASM130776v1,Aliiroseovarius crassostreae,11
GCF_000019225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/225/GCF_000019225.1_ASM1922v1,Cellvibrio japonicus Ueda107,11
GCF_002101335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/335/GCF_002101335.1_ASM210133v1,Staphylococcus lutrae,11
GCF_000384965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/384/965/GCF_000384965.1_BBbMcIrM01,Bartonella bovis 91-4,11
GCF_000407165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/165/GCF_000407165.1_Ente_haem_BAA-382_V2,Enterococcus haemoperoxidus ATCC BAA-382,11
GCF_000380025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/025/GCF_000380025.1_ASM38002v1,Streptococcus entericus DSM 14446,11
GCF_900102225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/225/GCF_900102225.1_IMG-taxon_2623620515_annotated_assembly,Eubacterium pyruvativorans,11
GCF_000006905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/905/GCF_000006905.1_ASM690v1,Caulobacter vibrioides CB15,11
GCF_000022005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/005/GCF_000022005.1_ASM2200v1,Caulobacter vibrioides NA1000,11
GCF_001449105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/449/105/GCF_001449105.1_ASM144910v1,Caulobacter vibrioides,11
GCF_900111175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/175/GCF_900111175.1_IMG-taxon_2616644847_annotated_assembly,Actinokineospora terrae,11
GCF_000374445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/445/GCF_000374445.1_ASM37444v1,Actinokineospora enzanensis DSM 44649,11
GCF_000018105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/105/GCF_000018105.1_ASM1810v1,Acaryochloris marina MBIC11017,11
GCF_000239275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/239/275/GCF_000239275.1_ASM23927v1,Anaeroglobus geminatus F0357,11
GCF_001936115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/115/GCF_001936115.1_ASM193611v1,Actinomyces marimammalium,11
GCF_000213555.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/555/GCF_000213555.1_Dysg_gade_ATCC_V1,Dysgonomonas gadei ATCC BAA-286,11
GCF_001263755.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/263/755/GCF_001263755.1_ASM126375v1,Corynebacterium riegelii,11
GCF_001552355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/552/355/GCF_001552355.1_ASM155235v1,Microbacterium resistens NBRC 103078,11
GCF_000739455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/455/GCF_000739455.1_ASM73945v1,Corynebacterium imitans,11
GCF_900105345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/345/GCF_900105345.1_IMG-taxon_2639762519_annotated_assembly,Arthrobacter woluwensis,11
GCF_900142205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/205/GCF_900142205.1_IMG-taxon_2616644810_annotated_assembly,Reichenbachiella agariperforans,11
GCF_900067155.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/067/155/GCF_900067155.1_ASM90006715v1,Trichococcus collinsii,11
GCF_000425845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/845/GCF_000425845.1_ASM42584v1,Jeotgalicoccus psychrophilus DSM 19085,11
GCF_000158455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/455/GCF_000158455.1_ASM15845v1,Helicobacter winghamensis ATCC BAA-430,11
GCF_001047075.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/075/GCF_001047075.2_ASM104707v2,Fructobacillus ficulneus,11
GCF_000007745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/745/GCF_000007745.1_ASM774v1,[Mannheimia] succiniciproducens MBEL55E,11
GCF_000373345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/373/345/GCF_000373345.1_ASM37334v1,Leptotrichia wadei DSM 19758,11
GCF_000516535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/516/535/GCF_000516535.1_ASM51653v1,Leptotrichia goodfellowii DSM 19756,11
GCF_001039475.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/475/GCF_001039475.1_ASM103947v1,Anaerobacillus macyae,11
GCF_002157205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/205/GCF_002157205.1_ASM215720v1,Kushneria marisflavi,11
GCF_000364625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/625/GCF_000364625.1_ASM36462v1,Pseudomonas thermotolerans DSM 14292,11
GCF_001420715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/420/715/GCF_001420715.1_ASM142071v1,Bacillus shackletonii,11
GCF_000055785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/055/785/GCF_000055785.1_ASM5578v1,Chromohalobacter salexigens DSM 3043,11
GCF_000012985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/985/GCF_000012985.1_ASM1298v1,Hahella chejuensis KCTC 2396,11
GCF_001742225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/742/225/GCF_001742225.1_ASM174222v1,Novosphingobium resinovorum,11
GCF_001042635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/635/GCF_001042635.1_ASM104263v1,Bifidobacterium scardovii JCM 12489 = DSM 13734,11
GCF_000757825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/825/GCF_000757825.1_ASM75782v1,Cedecea neteri,11
GCF_001729725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/725/GCF_001729725.1_ASM172972v1,Enterobacter hormaechei subsp. steigerwaltii,11
GCF_000423385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/385/GCF_000423385.1_ASM42338v1,Megamonas hypermegale DSM 1672,11
GCF_001294465.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/294/465/GCF_001294465.1_Mwi35017_DRAFTv2,Moellerella wisconsensis ATCC 35017,11
GCF_000735455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/735/455/GCF_000735455.1_GYRE_DRAFTv1,Yokenella regensburgei ATCC 49455,11
GCF_900105725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/725/GCF_900105725.1_IMG-taxon_2636416072_annotated_assembly,Gordonia westfalica,11
GCF_900156105.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/105/GCF_900156105.1_IMG-taxon_2706795025_annotated_assembly,Alkalispirochaeta americana,11
GCF_900107405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/405/GCF_900107405.1_IMG-taxon_2651870111_annotated_assembly,Tindallia californiensis,11
GCF_000590925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/925/GCF_000590925.1_ASM59092v1,Roseibacterium elongatum DSM 19469,11
GCF_000372745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/372/745/GCF_000372745.1_ASM37274v1,Streptomyces scabrisporus DSM 41855,11
GCF_000785435.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/435/GCF_000785435.1_ASM78543v1,Paraburkholderia sacchari,11
GCF_000430005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/005/GCF_000430005.1_ASM43000v1,Desulfovibrio cuneatus DSM 11391,11
GCF_000422745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/745/GCF_000422745.1_ASM42274v1,Microbacterium gubbeenense DSM 15944,11
GCF_000550785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/550/785/GCF_000550785.1_ASM55078v1,Corynebacterium casei LMG S-19264,11
GCF_900142265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/265/GCF_900142265.1_IMG-taxon_2585428190_annotated_assembly,Anaerotignum lactatifermentans DSM 14214,11
GCF_000407545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/545/GCF_000407545.1_Ente_gilf_BAA-350_PQ1_CCUG_45553_V2,Enterococcus gilvus ATCC BAA-350,11
GCF_000407485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/407/485/GCF_000407485.1_Ente_pall_BAA-351_V2,Enterococcus pallens ATCC BAA-351,11
GCF_000754095.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/095/GCF_000754095.2_ASM75409v2,Acidihalobacter prosperus,11
GCF_001753165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/165/GCF_001753165.1_ASM175316v1,Acidihalobacter prosperus,11
GCF_001753245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/753/245/GCF_001753245.1_ASM175324v1,Acidihalobacter prosperus,11
GCF_000429965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/965/GCF_000429965.1_ASM42996v1,Desulfobulbus mediterraneus DSM 13871,11
GCF_000518585.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/585/GCF_000518585.1_ASM51858v1,Agrobacterium larrymoorei AF3.10 = ATCC 51759,11
GCF_000016765.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/765/GCF_000016765.1_ASM1676v1,Sphingomonas wittichii RW1,11
GCF_000744515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/515/GCF_000744515.1_ASM74451v1,Sphingomonas wittichii,11
GCF_000758665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/758/665/GCF_000758665.1_ASM75866v1,Paenibacillus borealis,11
GCF_000214095.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/095/GCF_000214095.2_ASM21409v3,Acidithiobacillus ferrivorans SS3,11
GCF_900176005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/005/GCF_900176005.1_IMG-taxon_2503538017_annotated_assembly,Thermanaeromonas toyohensis ToBE,11
GCF_000746255.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/255/GCF_000746255.1_ASM74625v1,Thermodesulfobacterium hydrogeniphilum,11
GCF_001653075.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/075/GCF_001653075.1_Psphaerica_assembly01,Planomonospora sphaerica,11
GCF_001528665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/528/665/GCF_001528665.1_ASM152866v1,Microtetraspora malaysiensis,11
GCF_001687565.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/565/GCF_001687565.2_ASM168756v2,Planococcus antarcticus DSM 14505,11
GCF_001444405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/405/GCF_001444405.1_ASM144440v1,Pseudoalteromonas phenolica,11
GCF_000022145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/145/GCF_000022145.1_ASM2214v1,Anaeromyxobacter dehalogenans 2CP-1,11
GCF_001038485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/038/485/GCF_001038485.1_ASM103848v1,Ornithinibacillus californiensis,11
GCF_000023145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/145/GCF_000023145.1_ASM2314v1,Corynebacterium kroppenstedtii DSM 44385,11
GCF_000159635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/635/GCF_000159635.1_ASM15963v1,Corynebacterium lipophiloflavum DSM 44291,11
GCF_000375365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/375/365/GCF_000375365.1_ASM37536v1,Corynebacterium mastitidis DSM 44356,11
GCF_001941565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/565/GCF_001941565.1_ASM194156v1,Corynebacterium phocae,11
GCF_000980815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/815/GCF_000980815.1_ASM98081v1,Corynebacterium camporealensis,11
GCF_000833575.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/575/GCF_000833575.1_ASM83357v1,Corynebacterium singulare,11
GCF_001465255.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/255/GCF_001465255.1_ASM146525v1,Paenibacillus naphthalenovorans,11
GCF_001592125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/592/125/GCF_001592125.1_ASM159212v1,Microbacterium hominis NBRC 15708,11
GCF_000008025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/025/GCF_000008025.1_ASM802v1,Wolbachia endosymbiont of Drosophila melanogaster,11
GCF_900156665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/665/GCF_900156665.1_IMG-taxon_2681813517_annotated_assembly,Corynebacterium appendicis CIP 107643,11
GCF_001705075.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/075/GCF_001705075.1_ASM170507v1,Acidiferrobacter thiooxydans,11
GCF_001552195.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/552/195/GCF_001552195.1_ASM155219v1,Actinomadura latina NBRC 106108,11
GCF_000213575.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/575/GCF_000213575.1_Dysg_moss_DSM_V1,Dysgonomonas mossii DSM 22836,11
GCF_000374485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/485/GCF_000374485.1_ASM37448v1,Algicola sagamiensis DSM 14643,11
GCF_002224365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/365/GCF_002224365.1_ASM222436v1,Virgibacillus necropolis,11
GCF_000310185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/310/185/GCF_000310185.1_ASM31018v1,Thauera aminoaromatica S2,11
GCF_001735805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/735/805/GCF_001735805.1_ASM173580v1,Streptomyces puniciscabiei,11
GCF_000615805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/615/805/GCF_000615805.1_ASM61580v1,Lactobacillus fuchuensis DSM 14340 = JCM 11249,11
GCF_000236405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/405/GCF_000236405.1_ASM23640v1,Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu,11
GCF_000219805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/805/GCF_000219805.1_ASM21980v1,Weissella koreensis KACC 15510,11
GCF_000157935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/935/GCF_000157935.1_ASM15793v1,Prevotella copri DSM 18205,11
GCF_002022685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/685/GCF_002022685.1_ASM202268v1,Bartonella schoenbuchensis R1,11
GCF_001612865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/865/GCF_001612865.1_ASM161286v1,Nocardia cummidelens NBRC 100378,11
GCF_900130025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/130/025/GCF_900130025.1_IMG-taxon_2585428081_annotated_assembly,Sporanaerobacter acetigenes DSM 13106,11
GCF_000156535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/535/GCF_000156535.1_ASM15653v1,Roseburia intestinalis L1-82,11
GCF_000025005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/005/GCF_000025005.1_ASM2500v1,Thermobaculum terrenum ATCC BAA-798,11
GCF_001465295.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/295/GCF_001465295.1_ASM146529v1,Pseudoalteromonas translucida KMM 520,11
GCF_000374325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/325/GCF_000374325.1_ASM37432v1,Allofustis seminis DSM 15817,11
GCF_000423225.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/225/GCF_000423225.1_ASM42322v1,Kaistia adipata DSM 17808,11
GCF_001434275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/434/275/GCF_001434275.1_ASM143427v1,Lactobacillus mindensis DSM 14500,11
GCF_000165505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/505/GCF_000165505.1_ASM16550v1,Ilyobacter polytropus DSM 2926,11
GCF_000199675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/199/675/GCF_000199675.1_ASM19967v1,Anaerolinea thermophila UNI-1,11
GCF_000146025.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/025/GCF_000146025.2_ASM14602v1,uncultured Termite group 1 bacterium phylotype Rs-D17,11
GCF_000482725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/482/725/GCF_000482725.1_ASM48272v1,Psychromonas arctica DSM 14288,11
GCF_001894985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/894/985/GCF_001894985.1_ASM189498v1,Rhodococcus tukisamuensis NBRC 100609,11
GCF_000173815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/173/815/GCF_000173815.1_ASM17381v1,Marvinbryantia formatexigens DSM 14469,11
GCF_000021025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/025/GCF_000021025.1_ASM2102v1,Laribacter hongkongensis HLHK9,11
GCF_000016425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/425/GCF_000016425.1_ASM1642v1,Salinispora tropica CNB-440,11
GCF_000018265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/265/GCF_000018265.1_ASM1826v1,Salinispora arenicola CNS-205,11
GCF_000162755.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/755/GCF_000162755.2_ASM16275v2,Legionella drancourtii LLAP12,11
GCF_000421265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/265/GCF_000421265.1_ASM42126v1,Thalassospira lucentensis MCCC 1A00383 = DSM 14000,11
GCF_000423005.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/005/GCF_000423005.1_ASM42300v1,Gelidibacter mesophilus DSM 14095,11
GCF_000466945.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/466/945/GCF_000466945.1_ASM46694v1,Novosphingobium tardaugens NBRC 16725,11
GCF_000022905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/905/GCF_000022905.1_ASM2290v1,Corynebacterium aurimucosum ATCC 700975,11
GCF_001054195.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/195/GCF_001054195.1_ASM105419v1,Corynebacterium aurimucosum,11
GCF_000154565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/565/GCF_000154565.1_ASM15456v1,Anaerotruncus colihominis DSM 17241,11
GCF_000423605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/605/GCF_000423605.1_ASM42360v1,Saccharospirillum impatiens DSM 12546,11
GCF_000473995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/995/GCF_000473995.1_ASM47399v1,Clostridium saccharobutylicum DSM 13864,11
GCF_000758685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/758/685/GCF_000758685.1_ASM75868v1,Paenibacillus stellifer,11
GCF_002102215.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/215/GCF_002102215.1_ASM210221v1,Mycobacterium lacus,11
GCF_002208805.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/805/GCF_002208805.2_ASM220880v2,Staphylococcus pettenkoferi,11
GCF_000711795.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/795/GCF_000711795.1_ASM71179v1,Vibrio pacinii DSM 19139,11
GCF_000619805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/805/GCF_000619805.1_ASM61980v1,Sulfurihydrogenibium subterraneum DSM 15120,11
GCF_000952855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/855/GCF_000952855.1_ASM95285v1,Aequorivita vladivostokensis,11
GCF_000221305.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/305/GCF_000221305.1_ASM22130v1,Mycoplasma anatis 1340,4
GCF_000733865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/733/865/GCF_000733865.1_ASM73386v1,Mycoplasma buteonis,4
GCF_000701845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/845/GCF_000701845.1_ASM70184v1,Mycoplasma columborale ATCC 29258,4
GCF_000526955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/955/GCF_000526955.1_ASM52695v1,Mycoplasma cricetuli ATCC 35279,4
GCF_000328725.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/725/GCF_000328725.1_ASM32872v1,Mycoplasma cynos C142,4
GCF_000687855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/855/GCF_000687855.1_ASM68785v1,Mycoplasma glycophilum ATCC 35277,4
GCF_000622165.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/165/GCF_000622165.1_ASM62216v1,Mycoplasma molare ATCC 27746,4
GCF_900167035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/035/GCF_900167035.1_IMG-taxon_2582581322_annotated_assembly,Mycoplasma verecundum,4
GCF_000264455.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/455/GCF_000264455.2_ASM26445v2,Tistrella mobilis KA081020-065,11
GCF_001311175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/311/175/GCF_001311175.1_ASM131117v1,Lactobacillus pantheris DSM 15945 = JCM 12539 = NBRC 106106,11
GCF_000508245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/245/GCF_000508245.1_ASM50824v1,Mycoplasma ovis str. Michigan,4
GCF_000423185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/185/GCF_000423185.1_ASM42318v1,Inquilinus limosus DSM 16000,11
GCF_002195995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/195/995/GCF_002195995.1_ASM219599v1,Inquilinus limosus,11
GCF_000612865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/865/GCF_000612865.1_PRJEB5522_assembly_1,Oceanobacillus picturae,11
GCF_000217795.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/795/GCF_000217795.1_ASM21779v1,Thermodesulfatator indicus DSM 15286,11
GCF_000233655.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/655/GCF_000233655.1_LC44-4.0,Brachybacterium paraconglomeratum LC44,11
GCF_000190755.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/755/GCF_000190755.2_ASM19075v3,Methylobacter tundripaludum SV96,11
